title,author,index,category,year,comment,found
Taternik,3/1969,CZ-540,Czasopisma,1969,,Nie
Taternik,4/1969,CZ-541,Czasopisma,1969,,Nie
Taternik,3/1970,CZ-542,Czasopisma,1970,,Nie
Taternik,1/1971,CZ-543,Czasopisma,1971,,Nie
Taternik,4/1972,CZ-544,Czasopisma,1972,,Nie
Taternik,1/1973,CZ-545,Czasopisma,1973,,Nie
Taternik,3/1973,CZ-546,Czasopisma,1973,,Nie
Taternik,1/1974,CZ-547,Czasopisma,1974,,Nie
Taternik,1/1975,CZ-548,Czasopisma,1975,,Nie
Taternik,2/1975,CZ-549,Czasopisma,1975,,Nie
Taternik 1983 z. 1,PZA,CZ-55,Czasopisma,Warszawa,,Nie
Taternik,1/1976,CZ-550,Czasopisma,1976,,Nie
Taternik,3/1976,CZ-551,Czasopisma,1976,,Nie
Taternik,4/1976,CZ-552,Czasopisma,1976,,Nie
Taternik,4/1977,CZ-553,Czasopisma,1977,,Nie
Taternik,1/1977,CZ-554,Czasopisma,1977,,Nie
Taternik,2/1977,CZ-555,Czasopisma,1977,,Nie
Taternik,3/1977,CZ-556,Czasopisma,1977,,Nie
Podróże,1/2003,CZ-557,Czasopisma,2003,,Nie
Podróże,9/2003,CZ-558,Czasopisma,2003,,Nie
Podróże,11/2003,CZ-559,Czasopisma,2003,,Nie
Taternik 1983 z. 2,PZA,CZ-56,Czasopisma,Warszawa,,Nie
Podróże,6/2002,CZ-560,Czasopisma,2002,,Nie
Podróże,8/2002,CZ-561,Czasopisma,2002,,Nie
Tatry. Magazyn TPN,4 (10) 2004,CZ-562,Czasopisma,2004,,Nie
Tatry. Magazyn TPN,2 (12) 2005,CZ-563,Czasopisma,2005,,Nie
Tatry. Magazyn TPN,3 (13) 2005,CZ-564,Czasopisma,2005,,Nie
Tatry. Magazyn TPN,4 (14) 2005,CZ-565,Czasopisma,2005,,Nie
Tatry. Magazyn TPN,2 (17) 2006,CZ-566,Czasopisma,2006,,Nie
Góry i alpinizm,2(14)95,CZ-567,Czasopisma,1995,,Nie
Góry i alpinizm,3(15)95,CZ-568,Czasopisma,1995,,Nie
Góry i alpinizm,4(16)95,CZ-569,Czasopisma,1995,,Nie
Taternik 1984 z. 1,PZA,CZ-57,Czasopisma,Warszawa,,Nie
Góry i alpinizm,6(18),CZ-570,Czasopisma,1995,,Nie
Góry i alpinizm,7(19)95,CZ-571,Czasopisma,1995,,Nie
Góry i alpinizm,8(20)95,CZ-572,Czasopisma,1995,,Nie
Góry i alpinizm,9(21)95,CZ-573,Czasopisma,1995,,Nie
Góry i alpinizm,10(22)95,CZ-574,Czasopisma,1995,,Nie
Góry i alpinizm,11(23)95,CZ-575,Czasopisma,1995,,Nie
Taterniczek,Zeszyt nr 1,CZ-576,Czasopisma,1984,,Nie
Taterniczek,Zeszyt nr 2,CZ-577,Czasopisma,1985,,Nie
Taterniczek,Zeszyt nr 1,CZ-578,Czasopisma,1986,,Nie
Taterniczek,Zeszyt nr 2,CZ-579,Czasopisma,1986,,Nie
Taternik 1984 z. 1,PZA,CZ-58,Czasopisma,Warszawa,,Nie
Taterniczek,Zeszyt nr 2,CZ-580,Czasopisma,1986,,Nie
Taterniczek,Zeszyt nr 1,CZ-581,Czasopisma,1987,,Nie
Taterniczek,Zeszyt nr 1,CZ-582,Czasopisma,1988,,Nie
Taternik 1984 z. 2,PZA,CZ-59,Czasopisma,Warszawa,,Nie
Wierchy 53 (1984),KTG ZG PTTK,CZ-6,Czasopisma,1988 Warszawa-Kraków,,Nie
Taternik 1984 z. 2,PZA,CZ-60,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 1,PZA,CZ-61,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 1,PZA,CZ-62,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 1,PZA,CZ-63,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 2,PZA,CZ-64,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 2,PZA,CZ-65,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 2,PZA,CZ-66,Czasopisma,Warszawa,,Nie
Taternik 1985 z. 2,PZA,CZ-67,Czasopisma,Warszawa,,Nie
Taternik 1986 z. 1,PZA,CZ-68,Czasopisma,Warszawa,,Nie
Taternik 1986 z. 2,PZA,CZ-69,Czasopisma,Warszawa,,Nie
Wierchy 54 (1985),KTG ZG PTTK,CZ-7,Czasopisma,1988 Warszawa-Kraków,,Nie
Taternik 1987 z. 1,PZA,CZ-70,Czasopisma,Warszawa,,Nie
Taternik 1987 z. 2,PZA,CZ-71,Czasopisma,Warszawa,,Nie
Taternik 1987 z. 2,PZA,CZ-72,Czasopisma,Warszawa,,Nie
Taternik 1987 z. 2,PZA,CZ-73,Czasopisma,Warszawa,,Nie
Taternik 1988 z. 1,PZA,CZ-74,Czasopisma,Warszawa,,Nie
Taternik 1988 z. 2,PZA,CZ-75,Czasopisma,Warszawa,,Nie
Taterniczek 1985 z. 1,KW Kraków,CZ-76,Czasopisma,Kraków,,Nie
Taterniczek 1985 z. 2,KW Kraków,CZ-77,Czasopisma,Kraków,,Nie
Taterniczek 1985 z. 2,KW Kraków,CZ-78,Czasopisma,Kraków,,Nie
Taterniczek 1986 z. 1,KW Kraków,CZ-79,Czasopisma,Kraków,,Nie
Rocznik Podhalański T. 3,Muzeum Tatrzańskie,CZ-8,Czasopisma,"1985 Zakopane, Kraków-Wrocław",,Nie
Taterniczek 1986 z. 2,KW Kraków,CZ-80,Czasopisma,Kraków,,Nie
Taterniczek 1987 z. 1,KW Kraków,CZ-81,Czasopisma,Kraków,,Nie
Taterniczek 1988 z. 1,KW Kraków,CZ-82,Czasopisma,Kraków,,Nie
Taterniczek 1988 wrzesień,KW Kraków,CZ-83,Czasopisma,Kraków,,Nie
Taterniczek (38) 1991,KW Kraków,CZ-84,Czasopisma,Kraków,,Nie
Taterniczek (38) 1991,KW Kraków,CZ-85,Czasopisma,Kraków,,Nie
Połoniny 1976,SKPB Warszawa,CZ-86,Czasopisma,Warszawa,,Nie
Połoniny 1976,SKPB Warszawa,CZ-87,Czasopisma,Warszawa,,Nie
Połoniny 1985,SKPB Warszawa,CZ-88,Czasopisma,Warszawa,,Nie
Połoniny 1985,SKPB Warszawa,CZ-89,Czasopisma,Warszawa,,Nie
Rocznik Podhalański T.4,Muzeum Tatrzańskie,CZ-9,Czasopisma,"1987 Zakopane, Kraków",,Nie
Połoniny 1987,SKPB Warszawa,CZ-90,Czasopisma,Warszawa,,Nie
Połoniny 1987,SKPB Warszawa,CZ-91,Czasopisma,Warszawa,,Nie
Połoniny 1988,SKPB Warszawa,CZ-92,Czasopisma,Warszawa,,Nie
Połoniny 1988,SKPB Warszawa,CZ-93,Czasopisma,Warszawa,,Nie
Połoniny 1990/91,SKPB Warszawa,CZ-94,Czasopisma,1992 Warszawa,,Nie
Magury 1975,SKPB Warszawa,CZ-95,Czasopisma,Warszawa,,Nie
Magury 1984,SKPB Warszawa,CZ-96,Czasopisma,Warszawa,,Nie
Magury 1985,SKPB Warszawa,CZ-97,Czasopisma,Warszawa,,Nie
Magury 1986,SKPB Warszawa,CZ-98,Czasopisma,Warszawa,,Nie
Magury 1986,SKPB Warszawa,CZ-99,Czasopisma,Warszawa,,Nie
Zasady taternictwa,Klemensiewicz Zygmunt,K-1,Podręczniki,1913 Lwów,,Tak
W Gorcach,Nyka Józef,K-100,Albumy,1968 Warszawa,,Nie
W Gorcach,Nyka Józef,K-100,Monograficzne,1968 Warszawa,,Nie
Problemy planowania przestrzennego- świat,Żakowski Juliusz,K-1000,Religia,"PWN, Warszawa 1966",,Nie
Ekonomiczne aspekty ochrony środowiska,"Ginsbert- Gebert A,",K-1001,Mapy,"Arkady, 1976",,Nie
Stan zanieczyszczenia rzek w Polsce,,K-1002,Mapy,"Arkady, Warszawa, 1965",,Nie
Geografia a planowanie przestrzenne i ochrona środowiska,Leszczycki Stanisław,K-1003,Mapy,"PWN, Warszawa, 1977",,Nie
Kwalifikacje zawodowe kadry turystycznej,,K-1004,Meteorologia,"Warszawa, 1978",,Nie
Informator turystyczny o Warszawie i województwie warszawskim,,K-1005,Nauka o literaturze,"Warszawa, 1974",,Nie
Informator turystyczny o Warszawie i województwie warszawskim,,K-1006,Meteorologia,"Warszawa, 1974",,Nie
Informator turystyczny o Warszawie i województwie warszawskim,,K-1006,Nauka o literaturze,"Warszawa, 1974",,Nie
Prawno- mięzynarodowe zasady sozologii,Kocot Kazimierz,K-1007,Mapy,"Warszawa, PWN 1977",,Nie
Prawno- mięzynarodowe zasady sozologii,Kocot Kazimierz,K-1007,Mapy,"Warszawa, PWN 1977",,Nie
Zeszyty szkoleniowe turystyki,Filipowicz Zygmunt,K-1008,Archiwum,"AWF, Warszawa, 1963",,Nie
Zeszyty szkoleniowe turystyki,Filipowicz Zygmunt,K-1008,Archiwum,"AWF, Warszawa, 1963",,Nie
Geographie Universelle,,K-1009,Biograficzne,"Larousse, Paris 1958",,Nie
Geographie Universelle,,K-1009,Biograficzne,"Larousse, Paris 1958",,Nie
W Beskidzie Sądeckim,Małek Zdzisław,K-101,Monograficzne,1971 Warszawa,,Nie
W Beskidzie Sądeckim,Małek Zdzisław,K-101,Albumy,1971 Warszawa,,Nie
Urządzenia turystyczne,Mokrzyński Jerzy,K-1010,Metodyka,"Arkady, Warszawa, 1973",,Nie
Urządzenia turystyczne,Mokrzyński Jerzy,K-1010,Metodyka,"Arkady, Warszawa, 1973",,Nie
Turystyka w 25-leciu PRL,,K-1011,Przewodniki narciarskie,"Warszawa, 1969",,Nie
Turystyka w 25-leciu PRL,,K-1011,Przewodniki narciarskie,"Warszawa, 1969",,Nie
"Geographie Universelle- daleki wschód, Ameryka, Eurazja",,K-1012,Biograficzne,"Larousse, Paris, 1959",,Nie
"Geographie Universelle- daleki wschód, Ameryka, Eurazja",,K-1012-5,Biograficzne,"Larousse, Paris, 1959",,Tak
"Geographie Universelle- Afryka, Azja, Oceania",,K-1013,Biograficzne,"Larousse, Paris 1959",,Nie
Ochrona prawna biologicznego środowiska człowieka,Brzeziński Wacław,K-1014,Mapy,"PWN, Warszawa, 1971",,Nie
Ochrona prawna biologicznego środowiska człowieka,Brzeziński Wacław,K-1014,Mapy,"PWN, Warszawa, 1971",,Nie
Biologiczne zasoby ziemii w gospodarce człowieka,Lipko Stanisław,K-1015,Mapy,"WSiP, Warszawa, 1978",,Nie
Kwalifikacje zawodowe kadry turystycznej,,K-1016,Meteorologia,"Warszawa, 1968",,Nie
Kwalifikacje zawodowe kadry turystycznej,,K-1016,Podręczniki,"Warszawa, 1968",,Nie
"Alpy- narty& snowboard (+ Polska, Czechy, Słowacja)",,K-1017,Przewodniki górskie,Topmapa 2006,,Nie
"Alpy- narty& snowboard (+ Polska, Czechy, Słowacja)",,K-1018,Przewodniki górskie,Topmapa 2007,,Nie
Schronisko PTTK im. W. Pola w Roztoce,Moskała E,K-1019,Monograficzne,"PTTK Warszawa- Kraków, 1979",,Nie
Mały przewodnik po Warszawie,Komisja Badań Dawnej Warszawy Towarzystwa Miłośników Historii,K-102,Przewodniki narciarskie,1963 Warszawa,,Tak
Zarys historii turystyki,Kulczycki Zbigniew,K-1020,Historia,"PTTK, Warszawa, 1980",,Nie
Tatry Polski,Józef Nyka,K-1021,Podręczniki narciarskie,"Wyd. Trawers, Latchorzew, 2007",,Nie
Beskid Wyspowy,Matuszczyk Andrzej,K-1022,Pierwsza pomoc,"Rewasz, Pruszków 2004",,Nie
Tatry Słowackie,Praca zbiorowa,K-1023,Podręczniki narciarskie,"Pascal, Bielsko Biała, 2006",,Nie
Informator o obiektach PTTK,,K-1024,Informatory,"PTTK Kraj, Warszawa, 1988",,Nie
Rozkład jazdy kolei czechosłowackich 1989-90,,K-1025,Informatory,,,Nie
Regulamin GOT PTTK,,K-1026,Informatory,"PTTK Kraj, 1988",,Nie
Kapliczki i krzyże przydrożne polskiego Podkarpacia,Janicka- Krzywda K.,K-1027,Architektura,"Wyd. S. Kryciński, 1991",,Nie
Warszawski zespół leśny parkiem trzech milionów cz I,,K-1028,Przewodniki wspinaczkowe,,,Nie
Ogólnopolski spis telefonów jednostek PTTK,,K-1029,Informatory,,,Nie
W jaskiniach Kuby,Gradziński Ryszard,K-103,Słowniki,1967 Warszawa,,Nie
W jaskiniach Kuby,Gradziński Ryszard,K-103,Geologia,1967 Warszawa,,Nie
"Atlas narciarski. Czechy, Polska, Słowacja",,K-1030,Przewodniki górskie,"Pascal, Bielsko Biała, 2005",,Nie
Połoniny 1981,,K-1031,Informatory,"SKPB Warszawa, 1981",,Nie
Połoniny 1982,,K-1032,Informatory,"SKPB Warszawa, 1981",,Nie
Połoniny 1983,,K-1033,Informatory,"SKPB Warszawa, 1981",,Nie
Połoniny 1984,,K-1034,Informatory,"SKPB Warszawa, 1981",,Nie
Połoniny 1985,NN,K-1035-20,Informatory,"SKPB Warszawa, 1981",,Tak
Połoniny 1985,,K-1035,Informatory,"SKPB Warszawa, 1981",,Nie
Studencki informator turystyczny,,K-1036,Informatory,Kraków 1977/78,,Nie
Poradnik Działacza Komisji Rewizyjnej PTTK,Dygasiewicz Stanisław,K-1037,Informatory,"PTTK, Warszawa, 1986",,Nie
Informator dla studentów wyjeżdżających indywidualnie za granicę,,K-1038,Informatory,"Warszawa, 1977",,Nie
Rejonowy rozkład jazdy pociągów. Kraków 1988/89,,K-1039,Informatory,"Wydawnictwo Komunikacji i Łączności, Warszawa",,Nie
Od Tatr do Niżnych Tatr,Wójcik Zbigniew,K-104,Geologia,1964 Warszawa,,Tak
Boazerie,Waliłka Roman,K-1040,Monograficzne,"Warszawa, 1986",,Nie
Wycieczka w Tatry,,K-1041,Podręczniki narciarskie,"Warszawa, 1979",,Nie
Góry Polski w pytaniach i odpowiedziach. Sudety,Staffa Marek,K-1042,Podręczniki,"PTTK, 1982",,Nie
Krajowa narada aktywu turystycznego,NN,K-1043-17,Historia turystyki,"Chełm, 1979",,Tak
Krajowa narada aktywu turystycznego,,K-1043,Historia turystyki,"Chełm, 1979",,Nie
Orawa,NN,K-1044-1,Podręczniki narciarskie,,Brak daty wydania,Tak
Orawa,,K-1044,Podręczniki narciarskie,,,Nie
Regulamin GOT PTTK,,K-1045,Podręczniki,"PTTK Kraj, 1989",,Nie
Babia Góra,Midowicz Władysław,K-1046,Podręczniki narciarskie,"PTTK Kraj, 1986",,Nie
"Wędrówka przez Sudety Zachodnie. Rudawy janowickie, Karkonosze, G. Izerskie,",Staffa Marek,K-1047,Podręczniki narciarskie,"PTTK Kraj, 1982",,Nie
"Wędrówka przez Sudety Zachodnie. Rudawy janowickie, Karkonosze, G. Izerskie,",Staffa Marek,K-1047-1,Podręczniki narciarskie,"PTTK Kraj, 1982",,Tak
Wędrówka przez Bieszczady,Borucki Jan,K-1048,Podręczniki narciarskie,"PTTK Kraj, 1986",,Nie
Siedem dni na Orawie polskiej,Ładygin Zbigniew,K-1049,Podręczniki narciarskie,"PTTK Kraj, 1985",,Nie
Beskid Średni,Matuszczyk Andrzej,K-105,Podręczniki narciarskie,1984 Warszawa-Kraków,,Nie
"Wędrówka przez Ziemię Kłodzką: Góry Stołowe, G. Orlickie, G. Bystrzyckie, Masyw Śnieżnika",Staffa Marek,K-1050,Podręczniki narciarskie,"PTTK Kraj, 1982",,Nie
Główny szlak zachodniobeskidzki im. K. Sosnowskiego. Ustroń- Krynica,Kresek Zbigniew,K-1051,Podręczniki narciarskie,"PTTK Kraj, 1989",,Nie
Siedem dni w Ujsołach,Matuszczyk Andrzej,K-1052,Podręczniki narciarskie,"PTTK Kraj, 1989",,Nie
Barbara Radziwiłłówna,Szajnocha Karol,K-1053,Biograficzne,Gebethner,,Nie
Ostatni renesans bizantyjski,Runciman S.,K-1054,Historia,"PAX, 1973",,Nie
Rocznica zimowego Everestu- relacja L. Cichego i K. Wielickiego,,K-1055,Historia turystyki,,,Nie
Regulamin GOT PTTK,Krygowski W.,K-1056,Podręczniki,"Kraków, 1951",,Nie
Między Osławą a Osławicą,"Dietrich M., Jabłkowski J.",K-1057,Podręczniki narciarskie,SKPB Warszawa,,Nie
Między Osławą a Osławicą,"Dietrich M., Jabłkowski J.",K-1058,Podręczniki narciarskie,SKPB Warszawa,,Nie
Między Osławą a Osławicą,"Dietrich M., Jabłkowski J.",K-1059,Podręczniki narciarskie,SKPB Warszawa,,Nie
Beskid Mały,Matuszczyk Andrzej,K-106,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Między Osławą a Osławicą,"Dietrich M., Jabłkowski J.",K-1060,Podręczniki narciarskie,SKPB Warszawa,,Nie
Między Osławą a Osławicą,"Dietrich M., Jabłkowski J.",K-1061,Podręczniki narciarskie,SKPB Warszawa,,Nie
Beskid Sądecki,Tadeusz Ogórek,K-1062,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Gorce,Tadeusz Ogórek,K-1063,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Gorce,Tadeusz Ogórek,K-1064,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Bieszczady Wysokie,Tadeusz Ogórek,K-1065,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Gorce,Tadeusz Ogórek,K-1066,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Pieniny,Tadeusz Ogórek,K-1067,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Pieniny,Tadeusz Ogórek,K-1068,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Tatry Polskie,Tadeusz Ogórek,K-1069,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Beskid Średni,Matuszczyk Andrzej,K-107,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Tatry Polskie,Tadeusz Ogórek,K-1070,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Beskid Sądecki,Tadeusz Ogórek,K-1071,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Bieszczady Wysokie,Tadeusz Ogórek,K-1072,Przewodniki górskie,Piwniczna Zdrój,Brak daty wydania,Tak
Zamek Dunajec w Niedzicy,Andrzej Węglarz,K-1073,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Zamek Dunajec w Niedzicy,Andrzej Węglarz,K-1074,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Pieniny: Spływ pienińskim przełomem Dunajca,Tadeusz ogorek,K-1075,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Pieniny: Spływ pienińskim przełomem Dunajca,Tadeusz Ogórek,K-1076,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Zamek Czorsztyn,Andrzej Węglarz,K-1077,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Zamek Czorsztyn,Andrzej Węglarz,K-1078,Przewodniki niegórskie,Piwniczna Zdrój,Brak daty wydania,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1079,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Siedem dni na Orawie polskiej,Ładygin Zbigniew,K-108,Podręczniki narciarskie,1985 Warszawa-Kraków,,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1080,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1081,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1082,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1083,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Puszcza Biała. Pułtłusk i okolice: przewodnik rowerowy,Paweł Zawadzki,K-1084,Przewodniki niegórskie,2007 Półtłusk - Warszawa,,Tak
Muntii Semenic,Mihai Grigore,K-1085,Przewodniki górskie,1990 Bukareszt,,Tak
Masivul Suhard: ghid turistic,I. Popescu Argeșel,K-1086,Przewodniki górskie,1983 Bukareszt,,Tak
Munții Căpățânii,Nae Papescu,K-1087,Przewodniki górskie,1977 Bukareszt,,Tak
Băile Herculane,Iancu i Doina Gogaetan,K-1088,Przewodniki niegórskie,1980 Bukareszt,,Tak
Bieszczad,Bogdan Augustyn,K-1089,Przewodniki górskie,1996 Ustrzyki Dolne,,Tak
Siedem dni na Orawie polskiej,Ładygin Zbigniew,K-109,Podręczniki narciarskie,1985 Warszawa-Kraków,,Tak
Magury 93,Paweł Luboński,K-1090,Czasopisma,1993 Warszawa,,Tak
Muntele Mic - Tarcu; ghid tursitic,G. Nicolescu i Dănut Călin,K-1091,Przewodniki górskie,1990 Bukareszt,,Tak
Krušné hory a západočeská lázeňská oblast.,Zdeněk Birner i Antonin Pav ,K-1092,Przewodniki górskie,1981,Brak miejsca wydania,Tak
Munții Oaș Gutii Tibles,Ion Hac i Budai Csaba,K-1093,Przewodniki górskie,1992 Bukareszt,,Tak
Turystyczne jakinie Tatr,Christian Parma i Apoloniusz Pajwa,K-1094,Przewodniki niegórskie,1989 Warszawa,,Tak
Where history meets the sea,,K-1095,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Walking through time,,K-1096,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Marche,,K-1097,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Madrid,,K-1098,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Lazio: pathways of taste and art,,K-1099,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Vysoké Tatry. Turistický sprievodca,"Adamec Vladimír, Roubal Radek",K-11,Podręczniki narciarskie,1977 Bratysława,,Tak
Siedem dni w Bukowinie Tatrzańskiej,Ładygin Zbigniew,K-110,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Lithuania; discoover national and regional parks,,K-1100,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Przewodnik turystyczny po rejonie kowieńskim,,K-1101,Przewodniki niegórskie,,rak autora i roku wydania,Tak
Vilnus: city break,,K-1102,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Przewodnikpo ekspozycjach,Muzeum Mazowieckie w Płocku,K-1103,Etnografia,1999 Płock,,Tak
Le guide,,K-1104,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Granada: turist haven,,K-1105,Przewodniki niegórskie,,Brak autora i roku wydania,Tak
Siedem dni w Górach Stołowych,Mazurski Krzysztof R.,K-111,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Siedem dni w Masywie Śnieżnika i Górach Bialskich,Mazurski Krzysztof R.,K-112,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Alpy Francuskie,Babicz Jan,K-1134,Albumy,Sklep Podróżnika Warszawa 2001,,Nie
Himalaje Nepalu,Kurczab Janusz,K-1135,Albumy,"Sklep Podróżnika, Warszawa 2002",,Nie
Wielka Fatra,Wasilewski Arkadiusz,K-1136,Albumy,"PTTK Kraj, Warszawa 2003",,Nie
Rocznik Orawski II,Trajdos T. (red.),K-1137,Przewodniki narciarskie,Zubrzyca Górna 1998,,Nie
Galicia- art. Gallery,,K-1138,Przewodniki narciarskie,,,Nie
Jaskinia Niedźwiedzia w Kletnie,Ogorzałek Antoni,K-1139,Archeologia,KAW,,Nie
W moim Krakowie nad wczorajszą Wisłą,Krygowski Władysław,K-114,Literatura,1980 Kraków,,Tak
Wieliczka- przewodnik,Majka Julian,K-1140,Archeologia,"Wieliczka, 1991",,Nie
Tatry Wysokie t.1 Liliowe-Mały Kościelec,Paryski W.H.,K-1141,Albumy,1951,,Nie
Tatry Wysokie t.1 Liliowe-Mały Kościelec,Paryski W.H.,K-1142,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 2 Zawrat-Żółta Turnia,Paryski W.H.,K-1143,Albumy,Spółdzielczy Instytut Wydawniczy Kraj,,Nie
Tatry Wysokie t 2 Zawrat-Żółta Turnia,Paryski W.H.,K-1144,Albumy,Spółdzielczy Instytut Wydawniczy Kraj,,Nie
Tatry Wysokie t 2 Zawrat-Żółta Turnia,Paryski W.H.,K-1145,Albumy,"Sklep Podróżnika Warszawa,  1992",,Nie
Tatry Wysokie t 3 Granacka Przełęcz-Wołoszyn,Paryski W.H.,K-1146,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 3 Granacka Przełęcz-Wołoszyn,Paryski W.H.,K-1147,Albumy,Spółdzielczy Instytut Wydawniczy Kraj 1951,,Nie
Tatry Wysokie t 3 Granacka Przełęcz-Wołoszyn,Paryski W.H.,K-1148,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 4 Walentkowa Przełęcz-Przełączka pod Zadnim Mnichem,Paryski W.H.,K-1149,Albumy,"Sklep Podróżnika Warszawa,  1992",,Nie
"Bieszczady ( Seria ""Przyroda polska"")","Zarzycki Kazimierz, Głowaciński Zbigniew",K-115,Przewodniki wspinaczkowe,1986 Warszawa,,Tak
Tatry Wysokie t 5 Cubryna-Skrajna Baszta,Paryski W.H.,K-1150,Albumy,"Sklep Podróżnika Warszawa,  1992",,Nie
Tatry Wysokie t 5 Cubryna-Skrajna Baszta,Paryski W.H.,K-1151,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 6 Cubryna-Żabia Turnia Mięguszowiecka,Paryski W.H.,K-1152,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 8 Młynicka Przełęcz-Krywań,Paryski W.H.,K-1153,Albumy,"Sport i Turystyka, 1967",,Nie
Tatry Wysokie t 12 Wschodnia Batyżowiecka Przełęcz-Litworowa Przełęcz,Paryski W.H.,K-1154,Albumy,"Sklep Podróżnika Warszawa,  1993",,Nie
Tatry Wysokie t 16 Rozdziele-Wysoka Ławka,Paryski W.H.,K-1155,Albumy,"Sport i Turystyka, 1973",,Nie
Tatry Wysokie t 16 Rozdziele-Wysoka Ławka,Paryski W.H.,K-1156,Albumy,"Sport i Turystyka, 1973",,Nie
Tatry Wysokie t 17 Spąga-Rywociny,Paryski W.H.,K-1157,Albumy,"Sport i Turystyka, 1973",,Nie
Tatry Wysokie t 17 Spąga-Rywociny,Paryski W.H.,K-1158,Albumy,"Sport i Turystyka, 1973",,Nie
Tatry Wysokie t 18 Lodowa Przełęcz-Lodowy Zwornik,Paryski W.H.,K-1159,Albumy,"Sport i Turystyka, 1974",,Nie
"Bieszczady ( Seria ""Przyroda polska"")","Zarzycki Kazimierz, Głowaciński Zbigniew",K-116,Przewodniki wspinaczkowe,1986 Warszawa,,Tak
Tatry Wysokie t 19 Kapałkowa Grań-Śnieżna Przełęcz,Paryski W.H.,K-1160,Albumy,"Sport i Turystyka, 1974",,Nie
Tatry Wysokie t 22 Wyżnia Miedziana Przełączka-Mała Rakuska Czubka,Paryski W.H.,K-1161,Albumy,"Sport i Turystyka, 1979",,Nie
Tatry Wysokie t 23 Przełęcz Stolarczyka-Modra Ławka,Paryski W.H.,K-1162,Albumy,"Sport i Turystyka, Warszawa 1983",,Nie
Tatry Wysokie t 23 Przełęcz Stolarczyka-Modra Ławka,Paryski W.H.,K-1163,Albumy,"Sport i Turystyka, Warszawa 1983",,Nie
Tatry Wysokie t 23 Przełęcz Stolarczyka-Modra Ławka,Paryski W.H.,K-1164,Albumy,"Sport i Turystyka, Warszawa 1983",,Nie
Poradnik ratownika GOPR t 2 Ratownictwo letnie,,K-1165,Geologia,"PTTK Kraj, Warszawa-Kraków 1983",,Nie
